ID,Name,Credit Hours
ARCH 8815,Special Topics: Architectural Design,5
ARCH 8821,"Special Topics: History, Theory, and Criticism",3
ARCH 8822,"Special Topics: History, Theory, and Criticism",3
ARCH 8823,"Special Topics: History, Theory, and Criticism",3
ARCH 8831,Special Topics: Architectural Technology,3
ARCH 8832,Special Topics: Architectural Technology,3
ARCH 8833,Special Topics: Architectural Technology,3
ARCH 8841,Special Topics: Professional and Social Practice,3
ARCH 8842,Special Topics: Professional and Social Practice,3
ARCH 8843,Special Topics: Professional and Social Practice,3
ARCH 8851,Special Topics: Visual Arts and Design Computing,1
ARCH 8852,Special Topics: Visual Arts and Design Computing,2
ARCH 8853,Special Topics: Visual Arts and Design Computing,3
ARCH 8855,Special Topics,5
ARCH 8856,Special Topics,6
ARCH 8863,Special Topics,3
ARCH 8866,Special Topics,6
ARCH 8901,Special Problems,1
ARCH 8902,Special Problems,1
ARCH 8903,Special Problems,1
ARCH 8911,Special Problems: Architectural Design,1
ARCH 8912,Special Problems: Architectural Design,1
ARCH 8913,Special Problems: Architectural Design,1
ARCH 8914,Special Problems: Architectural Design,1
ARCH 8915,Special Problems: Architectural Design,1
ARCH 8921,"Special Problems: History, Theory, and Criticism",1
ARCH 8922,"Special Problems: History, Theory, and Criticism",1
ARCH 8923,"Special Problems: History, Theory, and Criticism",1
ARCH 8924,"Special Problems: History, Theory, and Criticism",1
ARCH 8925,"Special Problems: History, Theory, and Criticism",1
ARCH 8931,Special Problems: Architectural Technology,1
ARCH 8932,Special Problems: Architectural Technology,1
ARCH 8933,Special Problems: Architectural Technology,1
ARCH 8941,Special Problems: Professional and Social Practice,1
ARCH 8942,Special Problems: Professional and Social Practice,1
ARCH 8943,Special Problems: Professional and Social Practice,1
ARCH 8951,Special Problems: Visual Arts and Design Computing,1
ARCH 8952,Special Problems: Visual Arts and Design Computing,1
ARCH 8953,Special Problems: Visual Arts and Design Computing,1
ARCH 8996,Prep Doctoral Dissertation,1
ARCH 8997,Teaching Assistantship,1
ARCH 8998,Research Assistantship,1
ARCH 8999,Preparation for Doctoral Dissertation,1
ARCH 9000,Doctoral Dissertation,1
BIOL 1220,Biology of Sex & Death,4
BIOL 1510,Biological Principles,4
BIOL 1511,Honors Biological Principles,4
BIOL 1520,Introduction to Organismal Biology,4
BIOL 1521,Honors Introduction to Organismal Biology,4
BIOL 1XXX,Biology Elective,1
BIOL 2100,Island Biogeography of New Zealand,3
BIOL 2335,General Ecology,3
BIOL 2336,General Ecology Laboratory,1
BIOL 2337,Honors Ecology,3
BIOL 2338,Honors Ecology Laboratory,1
BIOL 2344,Genetics,3
BIOL 2345,Genetics Laboratory,1
BIOL 2354,Honors Genetics,3
BIOL 2355,Honors Genetics Laboratory,1
BIOL 2400,Mathematical Models in Biology,3
BIOL 2694,Intern Assistantship(Undergraduate Internship for Pay),1
BIOL 2695,Undergraduate Internship(Undergraduate Internship for Academic Credit),1
BIOL 2698,Undergraduate Research Assistantship,1
BIOL 2699,Undergraduate Research,1
BIOL 2801,Special Topics,1
BIOL 2802,Special Topics,2
BIOL 2803,Special Topics,3
BIOL 2804,Special Topics,4
BIOL 2805,Special Topics,5
BIOL 2901,Special Problems,1
BIOL 2902,Special Problems,1
BIOL 2903,Special Problems,1
BIOL 2904,Special Problems,1
BIOL 2905,Special Problems,1
BIOL 2XXX,Biology Elective,1
BIOL 3100,Ecology and Evolution: An Australian Perspective,3
BIOL 3300,Tropical Ecology,3
BIOL 3380,Introductory Microbiology,3
BIOL 3381,Introductory Microbiology Laboratory,1
BIOL 3450,Cell and Molecular Biology,3
BIOL 3451,Cell and Molecular Biology Lab,1
BIOL 3600,Introduction to Evolutionary Biology,3
BIOL 3751,Anatomy and Physiology,3
BIOL 3753,Fundamentals of Anatomy,3
BIOL 3754,Laboratory in Human Anatomy,1
BIOL 3755,Human Physiology,3
BIOL 3756,Laboratory in Human Physiology,1
BIOL 3813,Special Topics,3
BIOL 3XXX,Biology Elective,1
BIOL 4012,Protein Biology,3
BIOL 4015,Cancer Biology and Biotechnology,3
BIOL 4101,Sensory Ecology,3
BIOL 4105,Macromolecular Modeling,4
BIOL 4150,Genomics and Applied Bioinformatics,3
BIOL 4221,Biological Oceanography,3
BIOL 4225,Molecular Evolution,3
BIOL 4340,Medical Microbiology,3
BIOL 4401,Experimental Design and Statistical Methods in Biology,3
BIOL 4410,Microbial Ecology,3
BIOL 4417,Marine Ecology,3
BIOL 4418,Microbial Physiology,3
BIOL 4422,Theoretical Ecology,3
BIOL 4428,Population Dynamics,3
BIOL 4440,Plant Physiology,3
BIOL 4446,General Animal Physiology I,3
BIOL 4460,Communicating Biological Research,1
BIOL 4464,Developmental Biology,3
BIOL 4471,Behavioral Biology,3
BIOL 4478,Biophysics,3
BIOL 4480,Evolutionary Developmental Biology-How to Build an Organism,2
BIOL 4545,Genetics of Complex Human Traits and Diseases,3
BIOL 4570,Immunology and Immunochemistry,3
BIOL 4590,Research Project Lab,3
BIOL 4607,"Molecular Biology of Microbes: Disease, Nature, and Biotechnology",3
BIOL 4608,Prokaryotic Molecular Genetics,3
BIOL 4620,Aquatic Chemical Ecology,3
BIOL 4650,Bioethics,2
BIOL 4651,Foundations of Bioethics,3
BIOL 4668,Eukaryotic Molecular Genetics,3
BIOL 4690,Independent Research Project,3
BIOL 4694,Intern Assistantship(Undergraduate Internship for Pay),1
BIOL 4695,Undergraduate Internship(Undergraduate Internship for Academic Credit),1
BIOL 4696,Biology Undergraduate Teaching Assistantship,3
BIOL 4697,Biology Undergraduate Teaching Experience,3
BIOL 4698,Undergraduate Research Assistantship,1
BIOL 4699,Undergraduate Research,1
BIOL 4740,Biologically Inspired Design,3
BIOL 4744,Microbial Symbiosis & Microbiomes,3
BIOL 4746,Signaling Molecules,3
BIOL 4752,Introductory Neuroscience,3
BIOL 4755,Mathematical Biology,3
BIOL 4801,Special Topics,1
BIOL 4802,Special Topics,2
BIOL 4803,Special Topics,3
BIOL 4804,Special Topics,4
BIOL 4805,Special Topics,5
BIOL 4813,Special Topics,3
BIOL 4814,Special Topics,4
BIOL 4823,Special Topics,3
BIOL 4833,Special Topics,3
BIOL 4901,Special Problems,1
BIOL 4902,Special Problems,1
BIOL 4903,Special Problems,1
BIOL 4904,Special Problems,1
BIOL 4905,Special Problems,1
BIOL 4910,Honors Undergraduate Research Thesis,3
BIOL 4XXX,Biology Elective,1
BIOL 6150,Genomics and Applied Bioinformatics,3
BIOL 6221,Biological Oceanography,3
BIOL 6410,Microbial Ecology,3
BIOL 6417,Marine Ecology,3
BIOL 6418,Microbial Physiology,3
BIOL 6422,Theoretical Ecology,3
BIOL 6428,Population Dynamics,3
BIOL 6478,Methods in Molecular Biophysics,3
BIOL 6480,Evolutionary Developmental Biology-How to Build an Organism,2
BIOL 6570,Immunology,4
BIOL 6600,Evolution,3
BIOL 6607,"Molecular Biology of Microbes: Disease, Nature, and Biotechnology",3
BIOL 6608,Advanced Microbial Genetics,3
BIOL 6611,Advanced Microbial Physiology,3
BIOL 6620,Aquatic Chemical Ecology,3
BIOL 6623,Experiments in Aquatic Chemical Signaling,6
BIOL 6626,Physiological Ecology,3
BIOL 6628,Aquatic Toxicology,3
BIOL 6630,Advanced Microbial Ecology,3
BIOL 6720,Environmental Microbial Genomics,3
BIOL 6756,Discovery of Signaling Molecules,3
BIOL 6765,Geomicrobiology,3
BIOL 6XXX,Biology Elective,1
BIOL 7000,Master's Thesis,1
BIOL 7001,Foundations in Molecular and Cell Biology,4
BIOL 7010,Advanced Cell Biology,3
BIOL 7015,Cancer Biology and Technology,3
BIOL 7023,Bioinformatics,3
BIOL 7101,Advanced Sensory Ecology,3
BIOL 7110,Macromolecular Modeling,4
BIOL 7111,Molecular Evolution,3
BIOL 7200,Programming for Bioinformatics,3
BIOL 7210,Computational Genomics,3
BIOL 7668,Eucaryotic Molecular Genetics,3
BIOL 7913,Advances in Microbiology,2
BIOL 7914,Advances in Bacteriology,2
BIOL 7923,Advances in Ecology,2
BIOL 7924,Advances in Environmental Biology,2
BIOL 7963,Advances in Molecular Biology,2
BIOL 7964,Advances in Genetics,2
BIOL 8000,Integrative Biology Seminar,2
BIOL 8001,Seminar,2
BIOL 8002,Seminar,1
BIOL 8003,Seminar,1
BIOL 8005,Signals in the Sea Seminar,2
BIOL 8006,Integrative Approaches to Biological Systems,2
BIOL 8106,Tools of Science Seminar,2
BIOL 8744,Microbial Symbiosis & Microbiomes,3
BIOL 8801,Special Topics,1
BIOL 8802,Special Topics,2
BIOL 8803,Special Topics,3
BIOL 8804,Special Topics,4
BIOL 8805,Special Topics,5
BIOL 8813,Special Topics,3
BIOL 8814,Special Topics,4
BIOL 8823,Special Topics,3
BIOL 8833,Special Topics,3
BIOL 8901,Special Problems,1
BIOL 8902,Special Problems,1
BIOL 8997,Teaching Assistantship,1
BIOL 8998,Research Assistantship,1
BIOL 9000,Doctoral Thesis,1
BMEJ 9999,GT-PKU,1
BMED 1000,Introduction to Biomedical Engineering,1
BMED 1300,Problems in Biomedical Engineering I,3
BMED 1750,Introduction to Bioengineering,3
BMED 1801,Special Topics,1
BMED 1802,Special Topics,2
BMED 1803,Special Topics,3
BMED 1804,Special Topics,4
BMED 1805,Special Topics,5
BMED 1811,Special Topics,1
BMED 1812,Special Topics,2
BMED 1813,Special Topics,3
BMED 1814,Special Topics,4
BMED 1815,Special Topics,5
BMED 1XXX,Bioengineering Elective,1
BMED 2210,Conservation Principles in Biomedical Engineering,4
BMED 2250,Problems in Biomedical Engineering,3
BMED 2300,Problems in Biomedical Engineering II,3
BMED 2310,Intro to Biomedical Engineering Design,3
BMED 2400,Introduction to Bioengineering Statistics,3
BMED 2698,Undergraduate Research Assistantship,1
BMED 2699,Undergraduate Research,1
BMED 2801,Special Topics,1
BMED 2802,Special Topics,2
BMED 2803,Special Topics,3
BMED 2804,Special Topics,4
BMED 2805,Special Topics,5
BMED 2811,Special Topics,1
BMED 2812,Special Topics,2
BMED 2813,Special Topics,3
BMED 2814,Special Topics,4
BMED 2815,Special Topics,5
BMED 2XXX,Bioengineering Elective,1
BMED 3100,Systems Physiology,3
BMED 3101,Introduction to Biomedical Data Science and Engineering,3
BMED 3110,Quantitative Engineering Physiology Laboratory I,2
BMED 3300,Biotransport,4
BMED 3310,Biotransport,3
BMED 3400,Introduction to Biomechanics,4
BMED 3500,Biomedical Sensors and Instrumentation,3
BMED 3510,Biomedical Systems and Modeling,4
BMED 3520,Biomedical Systems and Modeling,3
BMED 3600,Physiology of Cellular and Molecular Systems,3
BMED 3610,Quantitative Engineering Physiology Laboratory II,2
BMED 3801,Special Topics,1
BMED 3802,Special Topics,2
BMED 3XXX,Bioengineering Elective,1
BMED 4400,Neuroengineering Fundamentals,4
BMED 4477,Biological Networks and Genomics,3
BMED 4500,Cell and Tissue Engineering Laboratory,3
BMED 4600,Senior Design Project I,2
BMED 4601,Senior Design Project II,3
BMED 4602,Capstone Design,3
BMED 4603,Advanced Design,3
BMED 4698,Undergraduate Research Assistantship,1
BMED 4699,Undergraduate Research,1
BMED 4739,Medical Robotics,3
BMED 4740,Biologically Inspired Design,3
BMED 4750,Diagnostic Imaging Physics,3
BMED 4751,Introduction to Biomaterials,3
BMED 4752,Introductory Neuroscience,3
BMED 4757,Biofluid Mechanics,3
BMED 4758,Biosolid Mechanics,3
BMED 4765,"Drug Design, Development and Delivery",3
BMED 4781,Biomedical Instrumentation,3
BMED 4782,Biosystems Analysis,3
BMED 4783,Introduction to Medical Image Processing,3
BMED 4784,Engineering Electrophysiology,3
BMED 4801,Special Topics,1
BMED 4802,Special Topics,2
BMED 4803,Special Topics,3
BMED 4804,Special Topics,4
BMED 4805,Special Topics,5
BMED 4811,Special Topics,1
BMED 4812,Special Topics,2
BMED 4813,Special Topics,3
BMED 4814,Special Topics,4
BMED 4815,Special Topics,5
BMED 4823,Special Topics,3
BMED 4833,Special Topics,3
BMED 4843,Special Topics,3
BMED 4900,Special Problems,1
BMED 4901,Special Problems,1
BMED 4902,Special Problems,1
BMED 4903,Special Problems,1
BMED 4XXX,Bioengineering Elective,1
BMED 6041,Analytical Methods for Biomedical Engineering,3
BMED 6042,Systems Physiology,3
BMED 6210,Magnetic Resonance Imaging,3
BMED 6501,Fundamentals of Biomedical Innovation and Development Processes,3
BMED 6502,BioID Clinical Literacy and Experience,3
BMED 6503,Medical Markets and Clinical Specialties,3
BMED 6504,Financial Planning for Development Projects,3
BMED 6505,Product Planning and Project Management,3
BMED 6506,Professional Communications for Biomedical Innovation and Development,3
BMED 6507,Medical Device Regulatory Requirements,3
BMED 6508,BioID Team Masters Project I,3
BMED 6509,BioID Masters Project II,6
BMED 6517,Machine Learning in Biosciences,3
BMED 6700,Biostatistics,3
BMED 6710,Rational Design of Biomaterials,3
BMED 6711,Rational Design of Biomaterials Lab,3
BMED 6720,Biotransport,3
BMED 6730,Materials Science of Cellular Components,3
BMED 6739,Medical Robotics,3
BMED 6740,Living System Modeling & Analysis,3
BMED 6743,Tissue Mechanics,3
BMED 6753,Principles of Management for Engineers,3
BMED 6760,Information Processing Models in Neural Systems,3
BMED 6765,"Drug Design, Development and Delivery",3
BMED 6774,Biomaterials: Structure and Function,3
BMED 6777,Advanced Biomaterials,3
BMED 6779,Bioprocess Engineering,3
BMED 6780,Medical Image Processing,3
BMED 6782,Cellular Engineering,3
BMED 6784,Cardiovascular Biomechanics,3
BMED 6786,Medical Imaging Systems,3
BMED 6787,Quantitative Electrophysiology,3
BMED 6789,Technology Ventures,3
BMED 6790,Information Processing Models in Neural Systems,3
BMED 6793,Systems Pathophysiology,3
BMED 6794,Tissue Engineering,3
BMED 6799,Legal Issues in Technology Transfer,3
BMED 6XXX,Bioengineering Elective,1
BMED 7000,Master's Thesis,1
BMED 7001,Biomedical Engineering Seminar,1
BMED 7002,Teaching Practicum I,1
BMED 7003,Teaching Practicum II,1
BMED 7004,Teaching & Research Practicum I,1
BMED 7005,Teaching & Research Practicum II,1
BMED 7011,Integrative Core: Introduction to Modeling and Experimentation in Biomedical Engineering,3
BMED 7012,Integrative Core: Experimental Design-Measurements at the Right Spatial and Temporal Scales,3
BMED 7013,Integrative Core: Problem Solving with Computational Models,3
BMED 7101,Advanced Seminar: Biomaterials & Regenerative Medicine,3
BMED 7201,Advanced Seminar: Cardiovascular Biology & Biomechanics,3
BMED 7301,Advanced Seminar: Cellular & Biomolecular Engineering,3
BMED 7310,Stem Cell Engineering,3
BMED 7410,Introduction to Multiscale Analysis in Systems,3
BMED 7411,Mathematical Models in Biology & Medicine,3
BMED 7413,Biochemical Systems Analysis,3
BMED 7601,Advanced Seminar: Neuroengineering and Neuropathology,3
BMED 7610,Quantitative Neuroscience,3
BMED 7741,Robotics Professional Preparation,1
BMED 7742,Robotics Professional Preparation 2,1
BMED 7743,Robotics Professional Preparation 3,1
BMED 7785,Introduction to Robotics Research,3
BMED 8740,Robotics Internship,1
BMED 8741,Robotics Capstone Project,3
BMED 8750,Multidisciplinary Robotics Research I,3
BMED 8751,Multidisciplinary Robotics Research II,3
BMED 8811,Special Topics,1
BMED 8812,Special Topics,2
BMED 8813,Special Topics,3
BMED 8814,Special Topics,4
BMED 8815,Special Topics,5
BMED 8823,Special Topics,3
BMED 8833,Special Topics,3
BMED 8843,Special Topics,3
BMED 8853,Special Topics,3
BMED 8901,Special Problems,1
BMED 8902,Special Problems,1
BMED 8903,Special Problems,1
BMED 8997,Teaching Assistantship,1
BMED 8998,Research Assistantship,1
BMED 9000,Doctoral Thesis,1
BMEM 6000,Biomedical Engineering Joint Program with Emory,1
BMEM 6001,BMED Eng-Joint w/Emory,1
BC 1XXX,Bldg Construction Elect,1
BC 2600,Construction Contracting,3
BC 2610,Construction Technology I,3
BC 2620,Construction Technology II,3
BC 2630,Construction Seminar,1
BC 2698,Undergraduate Research Assistantship,1
BC 2699,Undergraduate Research,1
BC 2XXX,Bldg Construction Elect,1
BC 3600,Construction Cost Management,3
BC 3610,Construction Law,3
BC 3620,Real Estate and Construction Finance and Accounting,3
BC 3630,Project Management I,3
BC 3640,Construction Mechanics,3
BC 3XXX,Bldg Construction Elect,1
BC 4010,History of Construction Industry,3
BC 4050,Building Information Modeling for Multi-disciplinary Integration,3
BC 4110,Trends & Pol For Res Dev,3
BC 4120,Community Dsgn & Constr,3
BC 4130,Intg Design Constr & Dev,3
BC 4140,Construction Management Project,3
BC 4600,Project Management II,3
BC 4610,Value Engineering and Building Economics,3
BC 4620,Building Structural Analysis,3
BC 4630,Senior Capstone Project,3
BC 4640,Construction Marketing,3
BC 4650,Laboratory for Sustainable Design and Construction,3
BC 4660,Entrepreneurship in Construction,3
BC 4672,"Mechanical, Electrical and Plumbing Systems for Construction Managers",3
BC 4680,Professional Internship,3
BC 4698,Undergraduate Research Assistantship,1
BC 4699,Undergraduate Research,1
BC 4700,Construction Management,3
BC 4710,Green Construction,3
BC 4720,Residential Construction and Property Management,3
BC 4730,Best Practices in Multi-Family Property,3
BC 4735,Real Estate Development and Construction,3
BC 4801,Special Topics,1
BC 4802,Special Topics,2
BC 4803,Special Topics,3
BC 4823,Special Topics,3
BC 4833,Special Topics,3
BC 4843,Special Topics,3
BC 4900,Special Problems,1
BC 4XXX,Bldg Construction Elect,1
BC 6002,Issues in Sustainable Construction Technology,3
BC 6004,"Sustainable Energy in Architecture, Engineering and Construction",3
BC 6005,Technology Applications in the Construction Industry,3
BC 6010,History of Construction Industry,3
BC 6025,Construction Management,3
BC 6050,Building Information Modeling for Multi-disciplinary Integration,3
BC 6100,Professional Trends in Facility Management,3
BC 6125,Professional Internship,3
BC 6150,Design-Build Organization and Management,3
BC 6175,Real Estate Development and Construction,3
BC 6185,Introduction to Construction Program Management,3
BC 6200,Maintenance Management of Built Assets,3
BC 6250,Value Management for Integrated Facility Design and Construction,3
BC 6270,Community Design and Development,3
BC 6275,Community Dsgn & Constr,3
BC 6285,Management of Pre-design Phase as Owner,3
BC 6300,Safety and Environmental Issues,3
BC 6350,Design and Construction Law,3
BC 6370,"Real Estate Policy, Trends, Ethics",3
BC 6375,Trends & Pol For Res Dev,3
BC 6385,Management of Design Phase as Owner,3
BC 6400,"Facility Planning, Project Management, and Benchmarking",3
BC 6500,Real Estate Asset and Income Property Management,3
BC 6550,Design and Construction Processes for Integrated Services,3
BC 6575,Real Estate Production Finance,3
BC 6585,Management of Construction as Owner,3
BC 6600,Facilities Management Financial Analysis,3
BC 6650,Advanced Project Management,3
BC 6675,Residential Design and Construction,3
